NAME,RA,DEC,S1400
130216-132306,195.5697083,-13.3851944,235.7
130220-184126,195.5852917,-18.6906389,148.2
130222-151529,195.5955417,-15.2583056,301.1
130223-050622,195.5992917,-5.10625,131.3
130225-100829,195.6070417,-10.1415556,176.8
130227-135621,195.6146667,-13.9392222,182.9
130227-190945,195.6155,-19.1625278,150.5
130229-043030,195.622,-4.5085278,438.2
130229-171036,195.6231667,-17.1767222,124.5
130230+053940,195.6265833,5.6613056,123.1
130233-005131,195.63975,-0.8586389,131.7
130233-124631,195.6414583,-12.7753889,160.1
130242-133408,195.677,-13.5688889,234.2
130259-181227,195.7485833,-18.2076389,219.6
130301-122317,195.75775,-12.3880833,194.2
130306+021119,195.776125,2.1888056,140.3
130312-134221,195.8037917,-13.7058889,152.5
130312-021256,195.8040833,-2.21575,231.5
130313-105116,195.807875,-10.8546389,255.2
130315-180354,195.814375,-18.0650556,744.6
130347-020156,195.9460833,-2.0323056,156.2
130347+075819,195.9475,7.9720833,246.2
130350+075736,195.95975,7.9600833,260.3
130353-155115,195.9749583,-15.8544167,220.2
130355+033946,195.9817083,3.6628611,171.5
130357+002645,195.9895417,0.4460833,105.8
130357-155113,195.99,-15.85375,241.0
130401+033925,196.0057917,3.6571111,240.6
130407+035415,196.0301667,3.90425,317.2
130411-152630,196.046375,-15.4418611,102.1
130415+022144,196.06525,2.3623611,140.0
130418-085447,196.0766667,-8.9131667,634.1
130426+010501,196.1101667,1.0836389,108.1
130433-193250,196.140375,-19.5472222,729.7
130435-172334,196.1467083,-17.3929722,139.7
130438+040602,196.160375,4.1005833,196.4
130443-034602,196.1820417,-3.7673056,826.0
130448-113258,196.2003333,-11.5496667,191.6
130453-051932,196.224,-5.3256111,104.2
130457-015457,196.2387083,-1.9160278,325.8
130504+024559,196.2674583,2.7664167,170.6
130512-142134,196.302625,-14.3594722,140.4
130518-171126,196.3251667,-17.1905556,113.6
130521-161037,196.3394583,-16.1770556,114.1
130524-132909,196.3510417,-13.4859167,287.6
130527-084602,196.364125,-8.7673611,107.6
130532-134902,196.3849167,-13.8173889,100.5
130533-103320,196.3875,-10.5555556,711.3
130536+085515,196.4002083,8.9210833,1461.8
130540-001345,196.4166667,-0.22925,118.6
130553+014920,196.4737083,1.82225,163.6
130602-041435,196.50925,-4.24325,340.2
130616+034140,196.5666667,3.6946667,313.1
130632-171859,196.636125,-17.3165,258.1
130633-141045,196.6395,-14.1792778,112.2
130641-110853,196.6721667,-11.1480833,287.0
130641-102615,196.6749167,-10.4375556,404.4
130641-174021,196.6749583,-17.6725833,105.1
130700-063108,196.7525417,-6.5190278,313.3
130704-170839,196.7679583,-17.1443889,387.4
130706+062749,196.7768333,6.4638056,733.7
130712-164546,196.8020417,-16.7629722,176.9
130713-164718,196.806875,-16.7885278,256.0
130713-150043,196.8080417,-15.0121389,150.3
130728-164158,196.8691667,-16.6995833,111.8
130731-003344,196.8814167,-0.5623611,161.0
130737-161608,196.9053333,-16.269,284.5
130737-145243,196.9067083,-14.87875,160.5
130747+001217,196.947625,0.2047222,227.8
130748-190300,196.9534583,-19.0500556,269.5
130750-100606,196.9597917,-10.1017222,111.6
130753-042712,196.9735417,-4.4534722,398.0
130754+064215,196.9750417,6.7044167,1122.0
130806-195838,197.0285833,-19.9772222,143.1
130812-104317,197.0518333,-10.7213889,314.0
130812-012901,197.0530833,-1.4837778,506.7
130813-054955,197.0560417,-5.8321389,177.6
130815+040109,197.0649583,4.0192778,155.6
130816-054505,197.0698333,-5.7516111,170.6
130821-095018,197.0911667,-9.8383333,359.2
130822+062148,197.0924583,6.3633889,307.4
130823-141106,197.0999583,-14.1851389,343.2
130827-125450,197.1150833,-12.9141111,130.3
130839-095031,197.1631667,-9.8421111,4244.2
130839-050035,197.1645,-5.0099167,274.0
130846-195623,197.1934583,-19.9398333,165.7
130853-144928,197.2245833,-14.8245556,168.6
130856-002238,197.2335833,-0.3774722,236.1
130858-182327,197.2457083,-18.3908611,120.1
130906+034607,197.278125,3.7687778,135.7
130910-022515,197.2917917,-2.4208333,166.1
130916-062115,197.3205833,-6.3542222,107.8
130917-011928,197.322125,-1.3244444,186.2
130917-041515,197.3242083,-4.2541944,123.8
130918+065638,197.3267083,6.9440278,111.0
130922+071155,197.3423333,7.1986111,132.7
130925-094152,197.3544583,-9.6979722,105.7
130937+082821,197.405625,8.47275,140.5
130942-053355,197.4275,-5.5654167,166.6
130949-001236,197.4569167,-0.2101667,1636.7
130953-025711,197.474375,-2.9532778,212.3
130958+073217,197.493,7.5381944,205.0
131004-135947,197.5204167,-13.9965833,218.8
131007-171141,197.53225,-17.19475,130.7
131013-045208,197.5545417,-4.8691111,235.1
131025-010951,197.6064167,-1.1643056,107.3
131027-010318,197.6126667,-1.0551111,185.7
131027-093853,197.616125,-9.6481389,160.4
131028+004410,197.6185,0.7361667,169.7
131031-005837,197.6315833,-0.9770278,342.9
131040+020126,197.6695,2.0241389,131.3
131043-071422,197.6797083,-7.2395556,107.2
131052-131345,197.7206667,-13.2293889,132.3
131057-123051,197.7382083,-12.5143889,191.8
131109-050718,197.78825,-5.1219167,218.2
131110-000548,197.7924167,-0.0969167,163.4
131111-113517,197.7975833,-11.58825,295.8
131120+060228,197.837,6.0413611,411.7
131121+005319,197.8383333,0.8888333,264.8
131123-190525,197.845875,-19.0904167,257.8
131127-024853,197.865,-2.8148056,288.0
131130-173231,197.8774583,-17.5420556,135.6
131135-023405,197.89825,-2.5681111,122.5
131137-023408,197.9042917,-2.5688889,159.0
131137-163136,197.9072917,-16.5268333,479.9
131137-053803,197.908,-5.6342222,101.6
131144+034807,197.9340833,3.8019444,142.7
131145-115015,197.93925,-11.8376667,142.9
131155+080357,197.9821667,8.0659167,145.6
131156+001350,197.987,0.2305556,105.6
131159-161703,197.998875,-16.28425,307.7
131209-040440,198.04025,-4.0777778,274.7
131218-190752,198.0774167,-19.1313333,175.0
131222+035347,198.0930833,3.8965278,615.8
131226-145350,198.1115417,-14.8974167,379.2
131231-190305,198.13225,-19.0516389,193.4
131232+000912,198.1365417,0.1535556,111.2
131233+013600,198.1397083,1.6001389,186.5
131233+082550,198.140375,8.4307778,145.1
131234-143847,198.143875,-14.6464167,128.6
131238-141941,198.1615417,-14.3283056,172.5
131243+090759,198.1798333,9.1332778,104.0
131249-085246,198.2054583,-8.8796944,396.9
131250-042450,198.2121667,-4.4140556,226.0
131250+012408,198.2122917,1.4023889,113.6
131251-133435,198.2144583,-13.5766111,629.0
131257+053328,198.2387083,5.5579167,365.1
131307-182557,198.28325,-18.4325833,215.0
131313+054015,198.3057083,5.6708611,196.2
131324+082233,198.354,8.3758333,102.3
131326+090252,198.3619167,9.0478889,131.8
131331+075809,198.3800833,7.9692778,106.9
131336+012440,198.402,1.4111667,104.9
131346-162006,198.4444583,-16.33525,217.3
131347+073932,198.4462917,7.6590556,164.8
131353-123023,198.474,-12.5064167,477.3
131401-085710,198.5055417,-8.9528611,286.6
131403+084209,198.513375,8.7026389,267.1
131408-120118,198.5340833,-12.02175,211.5
131411-042228,198.546875,-4.3744722,212.7
131416-020847,198.567,-2.1465833,112.9
131419-050241,198.580625,-5.0448056,209.7
131420-061118,198.5835,-6.1883889,161.1
131422+000628,198.5951667,0.1078611,283.1
131422+033022,198.5952917,3.5061667,238.1
131425-093226,198.6068333,-9.5405833,163.4
131434-014347,198.6440417,-1.7299444,105.9
131450+010340,198.7105833,1.0613333,421.4
131451-041509,198.7132917,-4.2525833,302.5
131502-183940,198.759625,-18.6613056,105.5
131505-185815,198.7729167,-18.9709444,1269.1
131508+083938,198.7864167,8.6607222,453.9
131511+084208,198.79675,8.7024167,478.9
131516+022221,198.8207917,2.37275,510.2
131517+053314,198.8247083,5.5538889,149.4
131527-011611,198.8640417,-1.2699167,104.9
131531-194340,198.8817917,-19.7279167,138.7
131532-141107,198.887,-14.1852778,139.9
131538-015845,198.9116667,-1.9794167,261.2
131539-194123,198.915,-19.6898056,190.0
131539+035316,198.9155417,3.8878333,114.5
131543-080619,198.9303333,-8.1053056,204.8
131544-140626,198.9342083,-14.1073056,119.7
131547+014428,198.9496667,1.7411667,170.1
131555-101901,198.98175,-10.3169722,156.1
131604-065654,199.0203333,-6.9483611,222.7
131605-100843,199.0219167,-10.1453611,192.1
131607-144438,199.03125,-14.7440833,419.6
131609+070144,199.0394167,7.0291111,122.2
131614+070219,199.060625,7.0388611,987.6
131614+023941,199.0609583,2.6615556,166.1
131615-174345,199.0657083,-17.7291944,294.2
131620+070254,199.0854583,7.0484167,507.6
131622+070122,199.0923333,7.0229722,389.0
131622-044654,199.0954167,-4.7818889,143.9
131625-122614,199.1060417,-12.4373889,1318.2
131634-105940,199.1439583,-10.9946389,199.3
131639+094308,199.1657083,9.7190278,120.5
131640-040202,199.1681667,-4.0340833,151.2
131640-140126,199.169625,-14.0241111,144.5
131646-185829,199.193125,-18.9749444,570.3
131654-150852,199.2287917,-15.1478333,182.7
131657+002504,199.238625,0.4179722,310.0
131700-015914,199.2540833,-1.9874167,279.7
131716-161305,199.3167083,-16.2182222,115.7
131736-134532,199.4022917,-13.7591111,244.5
131737-004938,199.4057083,-0.8272778,113.7
131744+040640,199.4345417,4.11125,122.0
131754+073022,199.4760417,7.50625,112.3
131758-140434,199.4952083,-14.0761111,143.1
131808-143941,199.5335833,-14.6616389,124.9
131820-123152,199.583875,-12.5311667,127.1
131824-101445,199.6019583,-10.2458611,369.8
131825-104330,199.6078333,-10.7251111,184.0
131829+043009,199.6234167,4.5026111,109.6
131841-130714,199.67475,-13.1205556,205.4
131845-050210,199.687625,-5.0361667,130.2
131846+061432,199.6934583,6.2423611,211.6
131856-144155,199.733375,-14.6986111,283.0
131856-180740,199.7362083,-18.1278056,216.3
131856-051559,199.7374167,-5.2665833,121.2
131900-183113,199.753,-18.5204722,105.7
131904-065600,199.768,-6.9334167,846.8
131908-172941,199.7845833,-17.4948611,189.6
131912-121732,199.8002083,-12.29225,466.4
131913+005424,199.8081667,0.9068333,156.2
131916-005537,199.8185833,-0.9270556,164.0
131920-005605,199.83475,-0.9348611,170.4
131922+092536,199.8433333,9.4268056,115.5
131923-005442,199.845875,-0.9118611,165.7
131931+033336,199.87925,3.5600278,191.8
131931-123924,199.8819583,-12.6569167,156.7
131938-004940,199.911375,-0.8280278,1468.9
131944+013127,199.9364583,1.5243889,453.9
131944-155802,199.9367083,-15.96725,102.8
131949-121348,199.956875,-12.2302222,136.7
131951-092551,199.965625,-9.431,286.8
132005-122654,200.0222083,-12.4485556,182.6
132006-170706,200.0258333,-17.1184444,147.7
132025+064439,200.1074583,6.7443611,772.1
132026+014036,200.1115417,1.6768056,670.7
132035+095154,200.1469583,9.8650833,110.7
132040-180139,200.1685417,-18.0276389,132.0
132041+051736,200.1737083,5.2935278,113.1
132041+090932,200.1744167,9.1589167,381.7
132042-131352,200.1759583,-13.2311111,128.7
132045-141510,200.18775,-14.2529722,194.8
132059-143326,200.248125,-14.5573611,183.0
132059+085841,200.24825,8.9781944,102.3
132104+011905,200.2674167,1.3181667,173.4
132109-081817,200.2876667,-8.3048056,126.4
132115-175341,200.3157917,-17.8949444,117.6
132130-001405,200.37525,-0.2347222,126.0
132137-113345,200.4060417,-11.5627222,200.4
132139+002356,200.4155833,0.3991389,162.6
132146-192350,200.4445833,-19.3972778,105.6
132146-003103,200.4455833,-0.5176944,118.8
132157-062253,200.4892917,-6.3814444,404.0
132158-060010,200.495625,-6.0028056,147.6
132203+044847,200.5152083,4.8131389,117.4
132206-191712,200.5284167,-19.2867778,138.1
132220+033842,200.587375,3.645,210.5
132224-164343,200.6024167,-16.7286389,274.9
132224-134243,200.6035833,-13.7120556,159.9
132227-044948,200.6160417,-4.8301389,168.2
132230-141856,200.6275833,-14.3156389,112.8
132236-093737,200.6536667,-9.627,402.8
132243-161724,200.6816667,-16.2901111,110.5
132245+052821,200.6885417,5.4725278,149.0
132303-094331,200.76275,-9.7255278,319.3
132310+002634,200.79275,0.4427778,234.8
132317+030813,200.823625,3.1371389,853.3
132317-031817,200.8245,-3.3048611,202.2
132320-120845,200.83625,-12.1460833,560.9
132321+030802,200.8376667,3.1341111,531.9
132324-182734,200.8525833,-18.4596667,156.8
132325+082441,200.8581667,8.4115833,137.1
132326+052409,200.8583333,5.4027222,231.7
132330-080622,200.8774167,-8.1062778,133.1
132331-080320,200.881,-8.0556944,299.3
132343-114246,200.9296667,-11.7128056,108.2
132349+065303,200.9569583,6.8843333,139.2
132355-162306,200.9815417,-16.3851389,165.5
132357-062503,200.9913333,-6.4176111,128.6
132400-123200,201.0038333,-12.5333611,103.6
132404-103627,201.0181667,-10.6076944,458.8
132405-161619,201.021125,-16.2720556,702.9
132411-074633,201.0495417,-7.7759444,107.2
132416+002335,201.068625,0.3930833,197.1
132418-172325,201.0780833,-17.3905,133.3
132419+041906,201.082125,4.3185556,158.2
132425-104923,201.107875,-10.8232222,203.7
132436-042943,201.1518333,-4.4955,110.4
132447-115328,201.1959167,-11.8912778,470.5
132448+045758,201.2005833,4.9663333,137.5
132448+053613,201.2028333,5.6036111,182.5
132451-110306,201.2138333,-11.0519167,109.3
132501+051342,201.2542917,5.2284167,154.7
132502-183154,201.261875,-18.5317778,102.6
132509-080447,201.2896667,-8.0798611,139.9
132513-111738,201.3050833,-11.2938889,155.8
132517-085254,201.3225417,-8.8818611,105.0
132521+035850,201.3410833,3.9805556,113.3
132530-014732,201.3770833,-1.7923611,295.0
132531-083506,201.3814583,-8.5851111,200.4
132532-103146,201.3867083,-10.5296111,238.7
132533+094500,201.3907917,9.75025,103.5
132539-095955,201.4140833,-9.9986667,196.4
132544+074832,201.4362083,7.8088889,366.6
132607-072142,201.5297917,-7.3618611,132.7
132611+093300,201.546,9.5500556,112.0
132621-032246,201.5907917,-3.3795278,154.6
132622-172304,201.593375,-17.3844722,272.4
132624+074628,201.6003333,7.7745556,105.6
132626+032628,201.6109167,3.4411111,426.2
132644+031158,201.6857083,3.1995,162.1
132647-104050,201.6993333,-10.6807222,115.6
132650-170834,201.7120833,-17.1429167,158.5
132654-050059,201.727625,-5.0163889,117.9
132704-024958,201.7675833,-2.833,251.0
132706-024937,201.7755833,-2.8271111,118.5
132708-024903,201.7852083,-2.8176111,218.7
132711+030119,201.798125,3.0219444,116.5
132718+024759,201.8280833,2.7997222,133.4
132719-170125,201.8294167,-17.0236667,240.1
132728-111540,201.8704167,-11.2612222,718.0
132733-075842,201.8897083,-7.9784444,255.4
132738-020311,201.9094167,-2.0531111,1252.8
132746-084209,201.945125,-8.7025,104.6
132747-114737,201.948625,-11.7936111,252.4
132749+053244,201.9562083,5.5455556,148.7
132756+051452,201.9847083,5.2477778,433.2
132805-183227,202.0230417,-18.5410556,112.9
132816+012035,202.06675,1.3430556,100.3
132832-013024,202.1367917,-1.5068333,117.5
132836-012806,202.1509167,-1.4685556,104.5
132836-065947,202.1512083,-6.9963889,158.4
132837+063426,202.1555,6.5739444,132.5
132838-065755,202.1596667,-6.9655,407.5
132838-161151,202.1619583,-16.1976111,115.5
132844+062335,202.1835417,6.3932222,117.8
132910-072839,202.2944167,-7.4776667,167.3
132911+062630,202.2958333,6.4418611,115.3
132913+064431,202.3048333,6.7421389,397.2
132918+013340,202.3283333,1.56125,100.9
132920+051516,202.3371667,5.2544444,112.9
132939-034650,202.4133333,-3.7807778,253.3
132955-172537,202.481875,-17.4271944,156.7
132956+080413,202.48375,8.0705,115.5
132956-094416,202.4866667,-9.7378333,114.0
133000-163113,202.5034167,-16.5205278,151.3
133006-140406,202.5282917,-14.0684167,207.8
133010-020608,202.5427917,-2.1023056,159.4
133027-143749,202.61425,-14.6303056,123.7
133030+064920,202.6260833,6.8222222,150.0
133036-010710,202.6518333,-1.1196667,122.4
133041-194501,202.6747917,-19.7505278,129.1
133047+034751,202.697125,3.7977222,102.1
133048+085622,202.7002083,8.9395278,580.9
133048-142619,202.7002917,-14.4388611,112.2
133050+024841,202.7124167,2.8113889,130.0
133100-002450,202.75,-0.4140278,156.2
133102-141414,202.7595,-14.2373611,312.7
133102-181611,202.7606667,-18.2698889,153.2
133105-040441,202.7740833,-4.0781944,100.4
133115-084354,202.813,-8.7316667,451.1
133121-054428,202.8410417,-5.7411944,311.9
133125-054353,202.8570417,-5.7314444,337.2
133129-034113,202.8714583,-3.6871667,198.8
133137-055254,202.9055,-5.8817778,248.7
133137-173643,202.9079583,-17.612,495.5
133153+060823,202.9744583,6.1398056,244.3
133154-192935,202.977125,-19.4931667,334.9
133204-050941,203.0188333,-5.1615,527.0
133210-101314,203.0443333,-10.2207222,151.8
133216+010146,203.0684167,1.0295833,399.8
133230-140214,203.128875,-14.0372222,241.0
133231-124819,203.1317083,-12.8053889,196.9
133238+090327,203.161375,9.0575,102.7
133239-125615,203.163625,-12.9376944,126.8
133239+021525,203.1657083,2.2571944,186.6
133242+071937,203.1767083,7.3271667,106.6
133246-022701,203.1941667,-2.4502778,160.5
133249+020052,203.2053333,2.0144722,477.5
133253+020044,203.2235833,2.0122222,861.7
133255-064923,203.2324583,-6.82325,166.6
133256-123237,203.234625,-12.5437778,220.2
133256+020046,203.234875,2.0129167,1309.3
133256-054803,203.235375,-5.801,116.7
133304+065231,203.27075,6.8753611,191.2
133308+015837,203.2861667,1.9771667,134.2
133311-164449,203.2994583,-16.7471667,343.7
133320-004043,203.3342083,-0.67875,123.6
133323-143621,203.3493333,-14.6059722,818.6
133337-124605,203.4050833,-12.7681944,162.5
133338-122145,203.4097083,-12.3625,100.3
133340+041508,203.4205417,4.2523611,316.3
133340+001103,203.4205833,0.1843056,241.2
133343-124647,203.4325833,-12.7799167,326.5
133345+021912,203.437625,2.32,194.7
133345-195041,203.4383333,-19.8449722,174.1
133348+010525,203.4511667,1.0904444,102.6
133350-111252,203.4594583,-11.2144444,113.2
133350-100730,203.4607917,-10.1250556,724.5
133355-100813,203.4821667,-10.1371389,167.2
133356+000807,203.48375,0.1353333,103.6
133357-111321,203.4902917,-11.2225,146.4
133358-032845,203.49575,-3.4793889,127.2
133404-115014,203.5175417,-11.8373889,291.7
133408+055740,203.5357917,5.9612222,148.8
133418-100929,203.5773333,-10.1581389,100.4
133418+063405,203.578,6.56825,231.0
133419+091159,203.581375,9.1998333,360.5
133419-044225,203.5822083,-4.7071667,202.1
133419+063500,203.582375,6.5833611,233.3
133433-100951,203.63975,-10.1642778,106.5
133434+015144,203.6445,1.8624167,137.2
133442-101122,203.679125,-10.1895556,722.7
133447-104431,203.69625,-10.7419444,141.5
133453-095813,203.72475,-9.9703056,122.4
133457-054157,203.7380833,-5.6993889,104.1
133457-164327,203.741375,-16.72425,126.2
133500-170708,203.7509167,-17.1190278,186.5
133504-151047,203.7694583,-15.1799444,102.0
133511-040312,203.799625,-4.0534444,102.6
133511+025310,203.7997083,2.8861389,106.1
133512-112236,203.8032083,-11.3768889,226.4
133518-002900,203.828625,-0.4835278,103.9
133530-173332,203.875125,-17.5588889,273.1
133536-131619,203.9030417,-13.2720278,162.2
133540-081245,203.9207083,-8.21275,221.6
133555-042626,203.9795,-4.4408056,233.9
133555+054403,203.9812083,5.7341667,103.9
133556-051141,203.9853333,-5.1947778,398.3
133601-020925,204.0080417,-2.1569444,114.7
133607-151914,204.0298333,-15.3207778,175.9
133608-083353,204.0337083,-8.56475,160.4
133608-082950,204.0344167,-8.4972778,239.4
133608-083119,204.03525,-8.5220556,100.7
133618-051916,204.076,-5.3213056,443.3
133619-031643,204.0808333,-3.2787778,112.5
133621-105243,204.0899583,-10.8787222,397.3
133622-045128,204.0957083,-4.858,192.5
133634-152947,204.1421667,-15.4966389,220.9
133634-185241,204.1434167,-18.8781944,192.3
133634+020736,204.143625,2.1267222,135.3
133651-094904,204.2145833,-9.8178333,116.8
133654-053444,204.22875,-5.5790556,150.1
133710-070231,204.29175,-7.0421667,151.0
133714-184214,204.3095833,-18.7041389,127.4
133714-131916,204.311875,-13.3213333,113.8
133717-122220,204.324125,-12.3723889,223.7
133721-094251,204.3404583,-9.7144167,163.3
133729+085501,204.3725833,8.9170833,127.5
133731+003527,204.3808333,0.5910833,133.7
133731-011543,204.38325,-1.2619444,250.3
133732+085309,204.3834583,8.8858889,157.4
133737-181140,204.406375,-18.1946389,1536.4
133738-185512,204.408375,-18.9200556,215.4
133739+020657,204.41525,2.116,180.3
133739-125724,204.4159583,-12.9568333,2676.3
133742-170747,204.4257083,-17.1298889,142.6
133754-035108,204.4789167,-3.85225,211.8
133803-052726,204.5158333,-5.45725,228.6
133808-062711,204.533625,-6.4531111,2958.5
133814-185659,204.5603333,-18.9498333,102.0
133816-040055,204.56675,-4.0155278,105.7
133825-194229,204.60825,-19.70825,120.8
133826-000547,204.6109167,-0.0966111,118.0
133828-025355,204.6205417,-2.8987222,128.6
133841+000246,204.6725,0.0463611,239.4
133849-174443,204.707375,-17.7454167,102.4
133859-024903,204.7473333,-2.8175278,137.9
133903-060832,204.7629167,-6.1424722,101.1
133905-172254,204.7725,-17.3818611,105.4
133906+052610,204.776375,5.4363611,101.0
133907-063705,204.7809167,-6.6180833,468.9
133909-051555,204.790625,-5.2653056,197.9
133910+023702,204.791875,2.6172778,137.4
133932+014524,204.8853333,1.7568611,828.0
133932-050339,204.8857917,-5.0608611,671.2
133932-031707,204.8865417,-3.2855,256.7
133934-001628,204.8937083,-0.2746944,207.0
133937+045503,204.908,4.91775,117.7
133946-065858,204.94525,-6.9829722,146.2
133953-173234,204.9724167,-17.5429722,550.9
134000-195418,205.0007917,-19.9050833,174.2
134000-182620,205.0013333,-18.4390278,211.0
134002+003428,205.00875,0.5746667,111.0
134004-100235,205.0175833,-10.0432222,127.8
134004-013746,205.0192917,-1.6296944,175.4
134009-165818,205.0394583,-16.9716667,207.7
134013-033520,205.0555417,-3.589,901.7
134017-020330,205.07425,-2.0584722,185.9
134025-153735,205.1059167,-15.6263889,114.2
134026-132609,205.109125,-13.4358333,160.1
134029-094040,205.1239583,-9.6778611,265.3
134038+041957,205.1624167,4.3326667,130.6
134052+090651,205.2179167,9.11425,164.8
134059-143637,205.2482917,-14.6105278,167.2
134111-140919,205.2964583,-14.1552778,123.3
134111-183438,205.2999583,-18.5772222,299.1
134121+041319,205.3384583,4.2219444,221.9
134122+041428,205.342125,4.2413333,451.4
134123+004957,205.346875,0.83275,226.0
134136+033117,205.4022917,3.5215,169.5
134136+005238,205.4031667,0.8773333,186.9
134140-121340,205.4196667,-12.2278611,110.5
134144-051210,205.4345,-5.2028333,114.5
134145-132758,205.4415417,-13.46625,188.0
134150-073635,205.459375,-7.6098333,215.4
134205-110628,205.5241667,-11.1080278,204.7
134206-122539,205.5261667,-12.42775,859.5
134217+011716,205.5710417,1.2879722,227.3
134230-122655,205.6259583,-12.4486111,205.3
134233-030127,205.6402917,-3.0243056,144.9
134233+091032,205.6405417,9.1756944,392.0
134243+050431,205.6815417,5.0754167,1600.9
134247+083412,205.6972083,8.5701111,352.2
134248+015810,205.7017083,1.9695833,1026.4
134254+083325,205.7289583,8.5570278,379.4
134309-083457,205.7885833,-8.5826389,241.5
134316-173029,205.8171667,-17.5081944,228.6
134322+012556,205.8417083,1.4322222,135.5
134324-174709,205.8505,-17.7860278,106.0
134326-152451,205.8605833,-15.4141944,401.2
134328-175157,205.8676667,-17.8658333,416.0
134336-032913,205.9017083,-3.4870556,107.7
134337-174755,205.9059583,-17.7987778,582.5
134348-194930,205.9535417,-19.8251944,172.9
134403-173905,206.01425,-17.6515278,261.0
134414+001643,206.0591667,0.2786944,114.2
134414-172339,206.06,-17.3944167,339.9
134414-191052,206.0600833,-19.1813611,189.3
134425+062505,206.106875,6.4182778,159.9
134425+071441,206.1081667,7.2449444,139.5
134426-185742,206.111125,-18.9618333,142.2
134437-074320,206.1580833,-7.72225,129.8
134438-062954,206.1616667,-6.4985,125.1
134442+062706,206.177375,6.4517778,143.9
134446-195335,206.1916667,-19.8931389,145.1
134447+064941,206.1990833,6.8281944,221.0
134449-174713,206.20825,-17.7871944,109.9
134500-054642,206.25,-5.7784722,106.4
134504-110813,206.2705,-11.1370833,566.0
134514-022726,206.3095417,-2.4573333,121.1
134514+014947,206.3118333,1.8299444,102.9
134516-015625,206.319875,-1.9405,365.0
134526+051153,206.3600833,5.1982778,114.3
134526+081333,206.3605,8.2259167,186.5
134532-112135,206.3842083,-11.3598889,191.2
134534+051654,206.394375,5.2818056,198.3
134537-005706,206.4058333,-0.9519167,1050.6
134541+073637,206.4225833,7.6105,171.5
134541-143654,206.42425,-14.6151111,140.9
134545-140658,206.4411667,-14.1163333,427.5
134546-115237,206.442625,-11.8769444,189.8
134547-063305,206.4482917,-6.5515556,154.2
134549+070631,206.4554167,7.1086111,137.1
134551-043200,206.4645417,-4.5333611,121.9
134552-025230,206.4670417,-2.8751944,503.1
134553+072540,206.4712917,7.4278889,324.1
134554+040010,206.476625,4.0030278,111.3
134603-050305,206.51425,-5.0514167,109.1
134605-034509,206.523,-3.7525,242.5
134608-124821,206.533375,-12.8060833,126.0
134613-160437,206.5573333,-16.0771667,128.0
134618-013751,206.578,-1.6309167,100.9
134620-003348,206.5837083,-0.5633611,142.6
134623+005538,206.5994583,0.9274167,176.1
134625+092836,206.607125,9.4767222,120.0
134630-123945,206.62675,-12.6625833,226.7
134632-162536,206.636,-16.4268611,105.0
134645-183447,206.6891667,-18.5797778,132.0
134653-033612,206.7236667,-3.6035833,138.7
134655-191014,206.7315417,-19.1705833,385.0
134655-130144,206.7328333,-13.0290833,366.8
134701-160159,206.7541667,-16.0331667,100.5
134701-080323,206.7562917,-8.0565556,1906.3
134704-181959,206.7691667,-18.3332778,123.8
134708-114125,206.7850833,-11.6903056,365.8
134718-180628,206.828625,-18.1077778,123.3
134722-112842,206.8422083,-11.4783611,158.9
134723+023946,206.848625,2.6629167,241.8
134740+003508,206.9186667,0.5856111,333.0
134744-112049,206.9357917,-11.3471111,477.2
134745-000050,206.9385833,-0.0140833,176.5
134750+043740,206.958875,4.6278611,262.3
134806-062130,207.0276667,-6.3585556,247.0
134815-170750,207.0642083,-17.1306944,210.1
134815+055803,207.0647917,5.9676111,140.1
134819-172739,207.08075,-17.4610278,504.5
134822-164839,207.0930833,-16.8109722,107.5
134829-153637,207.1220833,-15.6104444,165.9
134830+094527,207.1265833,9.7576944,476.7
134837-105619,207.156125,-10.9386944,144.8
134848+093819,207.200375,9.6387222,368.2
134902-032306,207.26125,-3.38525,192.8
134903-111001,207.2633333,-11.1671667,153.1
134909-164109,207.2879167,-16.686,132.3
134912-014453,207.3007083,-1.7483056,131.2
134916-141316,207.3166667,-14.2213333,298.2
134930+013439,207.375,1.5775278,230.3
134931-113254,207.3808333,-11.5484167,522.1
134948-102518,207.4539583,-10.4218889,299.6
135003+043859,207.5159583,4.6498333,136.5
135014-064842,207.5591667,-6.8118056,109.7
135019-053401,207.579625,-5.5671111,340.6
135022+094010,207.5923333,9.6696667,292.5
135024+035243,207.601375,3.8787778,101.4
135033-145759,207.6389583,-14.9666111,115.7
135036-163449,207.6506667,-16.5804444,109.2
135036-032042,207.652,-3.3450556,107.9
135038+003704,207.6605,0.618,126.2
135039-052038,207.6634583,-5.3441389,113.9
135045+024305,207.6915833,2.7181111,312.3
135047+062657,207.696125,6.4494167,108.4
135049+041957,207.705125,4.33275,237.5
135050-131211,207.7089583,-13.2031389,1270.2
135053-012839,207.7214583,-1.4776389,136.5
135054+052156,207.7256667,5.3655556,160.4
135100-093150,207.7540417,-9.5307778,122.3
135101-083718,207.7555417,-8.6219167,125.7
135102+023317,207.7604583,2.5548333,196.0
135104+003120,207.7684583,0.5222222,316.4
135106-045413,207.778125,-4.9036111,196.1
135107-165804,207.7820417,-16.9678611,198.4
135107-063022,207.7821667,-6.5063333,171.5
135109+072849,207.7884583,7.4804444,161.2
