NAME,RA,DEC,S1400
135109-185751,207.7914583,-18.9643611,118.0
135112+072844,207.8032083,7.4791389,172.7
135116+083039,207.8205,8.5109167,346.4
135120-054859,207.8340417,-5.8164444,965.5
135126+091643,207.8604167,9.2788056,193.0
135131-101932,207.88325,-10.3258056,726.1
135132-111245,207.8839167,-11.2126667,101.4
135135+091310,207.8991667,9.2196944,463.0
135137+043542,207.9065,4.595,788.0
135139-133556,207.916125,-13.5990278,101.6
135143+024620,207.9304583,2.7724167,157.1
135144+071221,207.9357917,7.2060833,215.7
135144-124254,207.936,-12.7152222,124.8
135146+021116,207.9424583,2.188,171.8
135152-144915,207.969375,-14.8208611,1263.0
135153+071310,207.9726667,7.2195278,101.7
135157-020957,207.991,-2.1658611,266.6
135208-135348,208.0357083,-13.8968611,165.7
135209-054354,208.0406667,-5.7318056,851.9
135223-015647,208.0977917,-1.9465,529.4
135226-010729,208.1107083,-1.1249167,283.0
135229+093543,208.1208333,9.5953611,183.2
135230+023247,208.1278333,2.5465833,1148.7
135240-044330,208.1702917,-4.7250278,201.3
135242-011443,208.1760417,-1.2454722,112.1
135243-151350,208.181,-15.2306111,104.5
135245-015028,208.1903333,-1.8413611,205.9
135250-181727,208.21075,-18.2909722,216.7
135305+044337,208.2730417,4.7270833,150.3
135305+061744,208.27325,6.2958056,101.8
135306+072441,208.2770833,7.4115278,293.6
135314-144637,208.3117917,-14.7770833,104.2
135331-090932,208.3803333,-9.1589722,188.6
135340+094222,208.4197083,9.70625,101.3
135349-063702,208.4548333,-6.6173611,149.8
135351+000632,208.464,0.1091111,159.0
135351+015154,208.464875,1.8651111,350.8
135406-020603,208.5290417,-2.1008611,733.4
135410-115947,208.5452083,-11.9965833,245.6
135416+063323,208.56675,6.5565,191.8
135417-194634,208.572125,-19.7763611,107.2
135417-173647,208.57325,-17.6132222,109.3
135431-131841,208.6312083,-13.3115278,108.7
135432-042128,208.6335,-4.3577778,108.2
135441+080048,208.6710417,8.0134444,355.3
135441+020518,208.673125,2.0883611,123.7
135446-104102,208.6955417,-10.684,768.0
135502-192059,208.7612917,-19.3499167,113.3
135507-192112,208.7809583,-19.3535833,140.1
135507+004042,208.7816667,0.6783889,617.6
135516-011452,208.8181667,-1.2479722,120.6
135518+094020,208.826375,9.6722778,435.2
135519-025505,208.8320833,-2.91825,152.3
135529-193827,208.8735,-19.6409444,280.6
135529+050719,208.8744583,5.1220833,106.0
135547+091708,208.9463333,9.2855833,114.1
135547-094756,208.949625,-9.7990278,322.7
135550-050249,208.96075,-5.0471389,307.0
135553-050152,208.9747083,-5.0311389,106.5
135555+032558,208.9820833,3.4329444,201.7
135604-035532,209.0187083,-3.9256944,156.0
135607-172433,209.0300833,-17.4093333,180.1
135607+051517,209.0303333,5.25475,160.3
135617-004816,209.0709583,-0.8045,310.5
135626-113352,209.110375,-11.5644444,120.2
135626-004947,209.1110417,-0.8299722,306.3
135632-062840,209.1345833,-6.4779167,163.6
135641-050452,209.1728333,-5.0813333,196.3
135646-110130,209.195375,-11.0250833,199.8
135647+082423,209.1975417,8.4065833,288.6
135647+095808,209.197875,9.9688889,138.1
135653-175153,209.2230417,-17.8648056,937.8
135654-084854,209.2288333,-8.8152222,413.8
135658+050505,209.2454583,5.0847778,310.5
135701+010439,209.2562917,1.0776944,2400.4
135702-140542,209.2589167,-14.0951389,1370.6
135706-174402,209.2752083,-17.7341111,1488.5
135710-092313,209.2928333,-9.3871944,148.4
135711-152729,209.297,-15.4581944,681.8
135717-132717,209.3232083,-13.4548889,164.7
135722-155332,209.341875,-15.8923889,121.0
135722-025000,209.3434583,-2.8333333,158.9
135722+022857,209.34375,2.4826111,207.6
135725-003444,209.356375,-0.5790556,242.1
135726+001541,209.3602917,0.2615833,198.4
135726-103447,209.3610417,-10.57975,180.3
135737+045314,209.4056667,4.8873333,244.6
135753+004632,209.4740417,0.7757778,1921.6
135810+013331,209.545,1.5586111,479.1
135816+042625,209.5674583,4.4404722,172.6
135820+032915,209.5869583,3.4875,120.9
135821+011446,209.5915,1.2461111,251.1
135823+030135,209.5989583,3.0266389,354.7
135827+080657,209.6134583,8.1158611,121.0
135828-164216,209.6172083,-16.7045,129.2
135830+080449,209.625,8.0803056,115.7
135846-121423,209.6940833,-12.2398611,148.7
135850-070403,209.7107917,-7.0676667,107.7
135857-034147,209.7389167,-3.6966111,107.4
135907-101439,209.7798333,-10.2443056,146.2
135911-005256,209.7984583,-0.8822778,165.2
135915-182427,209.81275,-18.4076111,122.2
135926+043434,209.8617917,4.5763056,131.2
135927+015953,209.8629583,1.9981944,807.5
135928-103229,209.8668333,-10.5414722,130.5
135929-103320,209.8729583,-10.5556111,109.9
135932-083116,209.8848333,-8.5213333,189.1
135942-130203,209.9263333,-13.0342222,110.8
135942-065535,209.927,-6.9265556,121.1
135947-120928,209.9477917,-12.1580278,112.7
135952-155020,209.9687917,-15.8391111,113.7
135955-105532,209.9794583,-10.9258056,119.7
135957-154942,209.9915,-15.8285,142.8
135958-105713,209.9918333,-10.9536667,163.8
140003-185811,210.0161667,-18.9698889,105.1
140004+005317,210.019125,0.8882222,122.7
140007+073701,210.0306667,7.6170556,153.6
140010-154117,210.044,-15.6881389,241.6
140014-181928,210.0607917,-18.3246667,216.8
140020-102341,210.0854167,-10.3947778,257.0
140021+003020,210.0886667,0.5056389,283.3
140022+004823,210.094,0.8065,203.4
140029-103824,210.124125,-10.6400833,119.5
140034-163215,210.1423333,-16.5376667,233.2
140041+032232,210.1727083,3.3758056,127.0
140048+042530,210.2016667,4.4251944,322.5
140052-064541,210.2185833,-6.7615278,319.4
140058-041126,210.2420417,-4.1906389,252.0
140105-091633,210.272125,-9.2758611,525.3
140113-024107,210.3075,-2.6853056,233.8
140114-052306,210.3088333,-5.3851389,146.6
140118+092123,210.3266667,9.3563889,287.6
140118-031547,210.3290833,-3.26325,115.5
140122-094012,210.3433333,-9.67,102.7
140129-044211,210.372625,-4.7032778,228.0
140129-030857,210.37275,-3.1492222,357.2
140131-091122,210.383,-9.1895278,114.1
140132-113459,210.3857917,-11.58325,1130.7
140134-174259,210.3927083,-17.7165556,103.6
140140-113614,210.4207083,-11.6039444,190.4
140142-170557,210.4266667,-17.0994167,183.7
140146+015816,210.4437083,1.9711944,110.4
140148-113835,210.4529167,-11.64325,320.7
140154-113803,210.4763333,-11.63425,384.3
140201-135824,210.5055,-13.9735278,121.8
140208-151009,210.5362083,-15.1692778,783.6
140211-120429,210.5466667,-12.0747222,100.7
140211-034429,210.5479583,-3.7414444,249.0
140214-140613,210.5613333,-14.1036944,173.9
140224+034227,210.6033333,3.7075556,515.0
140226-143054,210.6094167,-14.5151389,227.9
140231+021545,210.6320417,2.2626944,992.8
140248-184047,210.7020833,-18.6798333,306.0
140250-092639,210.710125,-9.4444167,107.5
140304+084902,210.770625,8.8174444,111.1
140306-192917,210.778375,-19.4881111,125.5
140313+061013,210.805375,6.1703333,285.1
140327-163131,210.8643333,-16.5255278,141.8
140327-132523,210.8664167,-13.4230556,624.3
140333+063513,210.887875,6.5871944,175.8
140333+085943,210.88875,8.9955278,559.7
140335-034953,210.8995,-3.8315,120.7
140336-010406,210.9011667,-1.0683611,284.0
140336-184920,210.9026667,-18.8223056,417.1
140338-052457,210.9110833,-5.4159722,563.6
140345-173252,210.938375,-17.5478333,131.3
140400-043733,211.0013333,-4.6259444,1119.6
140402-083849,211.0118333,-8.647,112.0
140402-052145,211.011875,-5.3625833,286.7
140406-005004,211.0281667,-0.8346944,362.0
140409+023022,211.0379583,2.5063333,136.9
140409+064009,211.0395417,6.6692778,113.8
140410-152715,211.045,-15.45425,217.1
140412-001324,211.0505,-0.2234722,482.9
140416+090613,211.0677917,9.10375,160.2
140418-150210,211.0782083,-15.0363611,243.5
140419-141912,211.081625,-14.3200278,124.0
140422-195841,211.0952917,-19.9781389,158.1
140433+072846,211.1375,7.4796944,147.2
140433+023951,211.1397083,2.66425,106.2
140440-140508,211.1678333,-14.0856389,110.7
140445-124016,211.19025,-12.6713056,346.1
140445-013021,211.1912083,-1.5059167,469.4
140448-074310,211.2017083,-7.7194722,190.9
140501+041536,211.2545833,4.2600556,933.0
140503+095341,211.2652083,9.8949722,146.3
140518+043404,211.3290417,4.5680278,233.7
140519+043626,211.3294167,4.6074167,119.4
140532-144018,211.3870417,-14.6718889,203.2
140600-025501,211.5000417,-2.9170556,121.7
140600-084806,211.5028333,-8.80175,723.9
140602+065716,211.5094583,6.9544722,339.4
140610-070701,211.54475,-7.1170556,210.4
140611-024340,211.5465,-2.7279722,935.6
140615-150410,211.5661667,-15.0694722,362.4
140617-035754,211.5724583,-3.9652222,130.5
140625+054823,211.6047917,5.8065278,151.8
140626-072708,211.608875,-7.4523333,673.9
140633-152734,211.638625,-15.4596944,120.9
140634+094242,211.6450833,9.7118056,124.1
140639-032430,211.6661667,-3.4085833,253.0
140642-111302,211.67775,-11.2174722,208.1
140646+032629,211.6942917,3.4416111,267.9
140649-015417,211.704625,-1.9047222,1142.7
140653+024516,211.7215417,2.7545833,172.0
140657+090136,211.7389167,9.0266667,133.5
140701-115126,211.7574167,-11.8573611,138.4
140704-062023,211.769625,-6.3397222,145.0
140706-115107,211.7761667,-11.8519444,259.7
140709+013310,211.7879167,1.5530278,110.4
140709+045300,211.7880417,4.8834167,173.2
140711-083930,211.796875,-8.6584444,297.3
140718+091831,211.8276667,9.3088056,493.2
140730+023608,211.8771667,2.6023333,165.2
140730+044934,211.8782083,4.8263611,179.4
140736-063508,211.9001667,-6.5856111,460.9
140737-170732,211.90625,-17.1257778,112.8
140743-094405,211.92975,-9.7349444,320.3
140803-172615,212.0127083,-17.4376944,100.8
140805-085509,212.0226667,-8.9192222,133.8
140807+095348,212.0313333,9.8966944,261.9
140807-045128,212.03275,-4.8578889,190.1
140811+090011,212.0465,9.0033056,238.7
140818-085538,212.0769167,-8.9273333,110.4
140818+001309,212.077125,0.2193056,113.8
140819-095942,212.0809583,-9.9950556,275.9
140822-150459,212.0917083,-15.0830556,293.5
140828+022548,212.11725,2.4301944,243.7
140833+011622,212.1387917,1.2728056,601.3
140838-074805,212.1605,-7.8015,106.0
140846+013356,212.195125,1.5657222,173.6
140856-075226,212.23525,-7.8739167,688.2
140859-113936,212.2478333,-11.66,179.1
140904-093354,212.2679167,-9.5651944,119.4
140914-031703,212.3121667,-3.2843611,147.4
140919-064542,212.330875,-6.76175,168.6
140921-111243,212.3399583,-11.2120833,147.6
140927-102627,212.3644167,-10.4408333,384.0
140929-095443,212.371,-9.9120556,129.5
140957-120812,212.4887917,-12.13675,116.3
140958-010914,212.4936667,-1.1539167,150.2
141004+020307,212.5194167,2.0519722,333.5
141013-062554,212.5551667,-6.4316667,117.2
141015+060906,212.565375,6.1517778,113.1
141020+051607,212.5872917,5.2687778,178.2
141028+075445,212.62,7.9125833,162.0
141035+073121,212.64625,7.5225278,191.9
141035-004153,212.6472083,-0.6981389,178.7
141035-163118,212.6485833,-16.52175,175.6
141055-063643,212.7315,-6.6121389,113.2
141059-064159,212.7472083,-6.6998056,125.6
141101-164134,212.7542083,-16.693,111.2
141104+083601,212.768125,8.6004167,540.3
141104-030043,212.768125,-3.0120278,277.3
141107+003607,212.7827083,0.6021667,242.0
141108+012441,212.7845417,1.4114167,187.5
141110-003559,212.7928333,-0.59975,103.3
141119+094221,212.8299583,9.7059167,157.6
141120-043236,212.8345833,-4.5435278,188.3
141120-110008,212.8358333,-11.0024722,297.2
141121+090728,212.8399167,9.1244444,259.6
141123+004240,212.8480417,0.7111389,177.5
141124-043238,212.8539167,-4.5439722,249.0
141128-104705,212.868125,-10.7847778,137.7
141135-032019,212.8971667,-3.3387778,178.7
141136-031900,212.9012083,-3.3168889,169.5
141140-143409,212.9169583,-14.5693611,123.5
141141+052214,212.9209583,5.3708056,101.5
141145-092131,212.9389167,-9.3587778,147.8
141156+060459,212.9854167,6.0833056,250.2
141202+025439,213.00975,2.911,644.3
141205-031929,213.0219583,-3.32475,360.2
141220-163128,213.0868333,-16.5245833,191.1
141221+053916,213.08975,5.6545278,366.3
141232+090307,213.1342083,9.0519722,254.3
141244-154013,213.1833333,-15.6705,236.8
141246+022926,213.1925833,2.4906111,120.9
141247-054518,213.197125,-5.755,222.4
141251-020834,213.2148333,-2.1429167,388.2
141258+083801,213.2449583,8.6336944,107.0
141303-124335,213.2629167,-12.7264444,146.9
141306-124353,213.278625,-12.7316389,112.8
141309-051030,213.2905417,-5.1751944,105.7
141314-031227,213.3118333,-3.2075,338.8
141314-002256,213.31225,-0.3823889,233.4
141329-020931,213.3722917,-2.1586111,115.6
141333-123323,213.391375,-12.5565,157.5
141336-071005,213.401125,-7.1681944,979.6
141337-175910,213.405625,-17.9862222,101.6
141338-071625,213.4089583,-7.2736944,232.7
141338+073934,213.4115833,7.6595278,146.6
141341+011126,213.424875,1.1907222,195.4
141348-055954,213.4514167,-5.9983889,1520.8
141352+014241,213.4673333,1.7113889,140.8
141355-072542,213.481875,-7.4285833,149.3
141357-041626,213.48825,-4.2738889,314.3
141400+091504,213.500375,9.2513333,1074.4
141402+075500,213.5107917,7.9166667,196.1
141409+031454,213.5394167,3.2484722,159.6
141412-115347,213.5532917,-11.8966389,126.6
141423-000138,213.596,-0.0272222,152.6
141423-192755,213.59625,-19.4653889,288.6
141432+014405,213.6345,1.7347222,147.7
141435+025618,213.6491667,2.9384167,135.9
141437-122014,213.6555417,-12.3372222,105.5
141439+080436,213.665625,8.0769167,294.9
141445+042958,213.6875833,4.4996111,119.6
141446-192253,213.6927917,-19.3816111,303.4
141452-073404,213.7184167,-7.5679722,131.0
141457+001217,213.7389167,0.2049722,110.4
141502-184510,213.7618333,-18.7528333,121.8
141503-095502,213.7657917,-9.9174167,244.9
141508-075623,213.78675,-7.9399722,236.9
141510-105748,213.7927917,-10.9635833,673.2
141511-013702,213.7975417,-1.6174444,109.4
141516-013711,213.8187917,-1.6198056,104.3
141520-095557,213.837,-9.93275,262.2
141523-150257,213.8467917,-15.0494167,739.0
141527+065425,213.8640833,6.9071389,115.8
141528+010554,213.8696667,1.0983889,107.2
141529-180918,213.8715833,-18.15525,102.4
141530+022301,213.8769583,2.3836944,153.9
141540-150715,213.9202917,-15.1209444,295.9
141548-070807,213.953875,-7.1352778,412.2
141604-113030,214.0170417,-11.5083889,142.0
141604+002915,214.017125,0.4876111,107.2
141606-091245,214.0262917,-9.2125833,135.3
141609-012513,214.03925,-1.4204444,114.2
141612-131511,214.0502917,-13.2532222,114.6
141613+021922,214.05725,2.3229167,169.8
141616-164113,214.0705,-16.6869444,187.1
141619+081408,214.0824583,8.2358056,159.7
141631-122514,214.1316667,-12.4207222,313.5
141634-170546,214.1431667,-17.0961111,224.1
141638-160133,214.1595,-16.026,106.0
141645+093523,214.187625,9.58975,142.2
141649-054346,214.2081667,-5.7294444,138.0
141650+085812,214.2106667,8.9701111,106.5
141653-090347,214.2215417,-9.0631667,213.9
141700+071050,214.2520417,7.1806111,1612.6
141701-102940,214.256125,-10.4946944,125.9
141710-080105,214.2930417,-8.0180833,103.0
141710-042818,214.2931667,-4.4719167,619.1
141718-100540,214.32875,-10.0945833,108.3
141720-100449,214.3354167,-10.0805278,216.7
141723+032646,214.3471667,3.4461667,115.8
141723-040046,214.3497917,-4.0129444,1687.2
141729+081222,214.371375,8.2062778,193.7
141729-120523,214.3720833,-12.0899722,120.0
141734+081255,214.3924167,8.2155278,141.3
141736-110013,214.4012083,-11.0036667,137.4
141739+004004,214.4135,0.6677778,145.5
141739-160629,214.4145417,-16.1082778,112.8
141746-060826,214.443875,-6.1406389,101.5
141802+083150,214.5107083,8.5307778,196.3
141809-175933,214.5401667,-17.9925,322.8
141813-083458,214.554375,-8.5828611,732.0
141813+095238,214.5563333,9.8774167,300.1
141824-012001,214.6022083,-1.3336111,200.0
141824+010727,214.602875,1.12425,131.2
141828+012754,214.61725,1.4650833,240.7
141838-023105,214.6601667,-2.5183056,105.9
141839+042618,214.664375,4.4383611,318.3
141843-150657,214.683,-15.1159722,143.6
141845-083924,214.6884167,-8.6568333,121.5
141846-085001,214.6943333,-8.8337778,198.1
141848-174528,214.7009167,-17.7579444,202.4
141859-032251,214.7466667,-3.3810556,290.3
141859-085307,214.7489167,-8.8854722,127.0
141859-155535,214.749375,-15.9264444,1648.3
141906+055503,214.7786667,5.9175833,119.7
141908+062836,214.7840833,6.47675,6100.3
141908-031433,214.787375,-3.2425,145.5
141909+060330,214.7887917,6.0584167,374.6
141912-050348,214.802125,-5.0635556,202.6
141913-001352,214.8055417,-0.2313611,436.1
141919-073825,214.8299167,-7.6405278,262.7
141920-161815,214.8342917,-16.30425,184.5
141921-051927,214.8389583,-5.32425,186.9
141922+093241,214.8429583,9.5448333,169.0
141924+001659,214.8529583,0.2833056,178.5
141924-014932,214.8534167,-1.8255556,502.7
141935+093946,214.896375,9.6629167,135.3
141942-120943,214.9262917,-12.1621667,244.6
141944+081401,214.933375,8.2338056,137.4
141947+091633,214.949875,9.2758889,292.1
141948-111036,214.951125,-11.1767222,215.1
141949-192835,214.956875,-19.4764167,1973.1
141949+081441,214.95725,8.2449167,161.8
141950-192735,214.9613333,-19.4598333,100.5
141955-191736,214.9796667,-19.2935556,193.7
141955-142321,214.9825833,-14.3892222,772.7
141956-054409,214.9833333,-5.7359444,136.4
141959+080443,214.99775,8.0788333,238.5
142008-140329,215.0371667,-14.0583056,118.3
142017-064207,215.074875,-6.7021389,102.4
142034-005459,215.142375,-0.9166111,203.4
142041+072452,215.1709167,7.4146667,251.7
142041+065102,215.1709583,6.8506667,533.6
142048-131355,215.2009583,-13.2320833,111.9
142049+042749,215.2073333,4.46375,247.4
142051-064010,215.2125,-6.6695,207.4
142104+050845,215.2675417,5.1458333,290.8
142107-064355,215.2824167,-6.7321389,396.2
142108-102045,215.2862083,-10.3458889,104.9
142110-100457,215.2929167,-10.0826667,150.7
142111+024832,215.296125,2.8091111,332.7
142113-024646,215.3065,-2.7794444,527.9
142119-193246,215.3300417,-19.5461944,389.1
142132-112225,215.3842917,-11.3738056,248.7
142140-074344,215.4205417,-7.7289167,143.5
142147-164811,215.4459167,-16.8033056,188.0
142154-184646,215.4785833,-18.7794722,172.3
142155+035537,215.4801667,3.9270556,254.9
142210-142805,215.542375,-14.4682222,484.4
142212+094322,215.5500833,9.7228611,126.1
142213-091018,215.5577917,-9.1717778,398.7
142215+085902,215.5662917,8.9839167,219.2
142217-053628,215.5744167,-5.6078056,358.6
142219+090005,215.580625,9.0014167,102.6
142232-151806,215.63375,-15.3018333,146.9
142232-085559,215.63525,-8.9331667,114.8
142233-173202,215.641375,-17.5341389,231.2
142235-015212,215.6484583,-1.8701111,113.1
142238-085617,215.6622917,-8.9382778,121.8
142242+041438,215.6764167,4.2441389,198.6
142247-104619,215.6967083,-10.772,165.3
142253+054013,215.7217083,5.6704722,209.7
142258-051603,215.7421667,-5.2676944,166.8
142300+081255,215.751375,8.2152778,151.9
142303+013958,215.7642917,1.6663056,210.4
142304-051253,215.7680417,-5.2148889,101.1
142306-075127,215.7757083,-7.8575833,123.7
142307-091310,215.7824167,-9.2195,619.1
142308-091207,215.7842917,-9.2020833,289.2
142309-071528,215.7892083,-7.2579167,188.2
142316+022027,215.8190417,2.3410556,116.5
142326-004956,215.86125,-0.8323611,206.9
142327-004845,215.8649583,-0.8125278,286.0
